x (nm),y (nm),zpen (mm),Force (N),Freq Shift (Hz)
11.62753,-47.8872,25.543,-0.007,-2.794
11.63253,-47.8892,25.56,-0.003,-2.8
11.63353,-47.8942,25.665,-0.012,-2.803
11.62953,-47.8982,25.905,-0.02,-2.8
11.62853,-47.8942,26.094,-0.004,-2.802
11.62753,-47.8902,26.081,0.006,-2.802
11.63053,-47.8792,25.94,0.006,-2.803
11.63253,-47.8722,25.863,0,-2.797
11.63153,-47.8732,25.895,-0.004,-2.802
11.63053,-47.8732,25.895,0,-2.804
11.62853,-47.8722,25.895,0,-2.8
11.62653,-47.8762,25.933,-0.005,-2.801
11.62253,-47.8852,26.1,-0.017,-2.794
11.61953,-47.8882,26.164,-0.016,-2.801
11.61453,-47.8932,26.285,-0.008,-2.797
11.61253,-47.8942,26.301,0,-2.798
11.61253,-47.9012,26.472,-0.022,-2.796
11.61053,-47.9052,26.756,-0.027,-2.8
11.60653,-47.9092,27.217,-0.028,-2.798
11.60653,-47.9072,27.616,-0.038,-2.797
11.60853,-47.9082,28.089,-0.052,-2.802
11.61053,-47.9092,29.078,-0.084,-2.801
11.61053,-47.9072,30.135,-0.097,-2.802
11.61053,-47.9082,31.013,-0.114,-2.8
11.61353,-47.9132,32.354,-0.154,-2.799
11.62853,-47.9252,34.744,-0.224,-2.8
11.63853,-47.9382,37.199,-0.253,-2.797
11.64453,-47.9452,39.667,-0.24,-2.804
11.65253,-47.9482,41.669,-0.215,-2.8
11.67353,-47.9432,44.104,-0.178,-2.796
11.68753,-47.9432,45.73,-0.165,-2.798
11.69653,-47.9442,46.903,-0.136,-2.802
11.70253,-47.9462,47.712,-0.093,-2.801
11.70753,-47.9392,48.228,-0.016,-2.801
11.71053,-47.9182,48.05,0.026,-2.797
11.71253,-47.9122,47.912,0.029,-2.803
11.71553,-47.9092,47.677,0.025,-2.803
11.71653,-47.9172,47.467,0.022,-2.8
11.71753,-47.9282,47.33,0.02,-2.802
11.71653,-47.9392,47.133,0.025,-2.797
11.71253,-47.9452,46.702,0.04,-2.803
11.71053,-47.9482,46.382,0.034,-2.798
11.71153,-47.9492,46.095,0.03,-2.796
11.70753,-47.9542,45.669,0.035,-2.803
11.70653,-47.9562,45.357,0.034,-2.801
11.70553,-47.9562,44.872,0.042,-2.805
11.70453,-47.9472,44.285,0.044,-2.801
11.69953,-47.9362,43.799,0.038,-2.795
11.68853,-47.9282,43.354,0.034,-2.803
11.67253,-47.9272,42.984,0.024,-2.805
11.66153,-47.9262,42.682,0.03,-2.81
11.65653,-47.9252,42.268,0.018,-2.799
11.65753,-47.9272,42.142,0.007,-2.796
11.65653,-47.9312,42.077,0.006,-2.803
11.65553,-47.9342,41.979,0.011,-2.804
11.65553,-47.9342,41.827,0.012,-2.803
11.65653,-47.9312,41.739,0.008,-2.798
11.65953,-47.9242,41.639,0.006,-2.8
11.66053,-47.9222,41.595,0.002,-2.799
11.66053,-47.9212,41.569,0.001,-2.796
11.66053,-47.9232,41.562,0.001,-2.803
11.65953,-47.9262,41.581,0,-2.813
11.66353,-47.9272,41.581,0,-2.809
11.66853,-47.9312,41.609,-0.005,-2.805
11.67153,-47.9342,41.678,-0.01,-2.797
11.67453,-47.9352,41.763,0,-2.799
11.67553,-47.9312,41.75,0.004,-2.803
11.67653,-47.9242,41.711,0.001,-2.796
11.67453,-47.9202,41.675,0.002,-2.804
11.67253,-47.9192,41.682,-0.004,-2.799
11.66953,-47.9172,41.69,-0.002,-2.802
11.66653,-47.9102,41.6,0.007,-2.805
11.66853,-47.9042,41.536,0.005,-2.8
11.66853,-47.9032,41.518,0,-2.805
11.66853,-47.9042,41.52,0.003,-2.796
11.66853,-47.9052,41.529,0,-2.8
11.66853,-47.9072,41.547,0,-2.792
11.66953,-47.9072,41.547,0,-2.799
11.66853,-47.9072,41.547,0,-2.792
11.66853,-47.9072,41.547,0,-2.803
11.66853,-47.9072,41.547,0,-2.794
11.66853,-47.9072,41.556,-0.004,-2.804
11.66953,-47.9102,41.592,-0.005,-2.801
11.66853,-47.9142,41.637,-0.001,-2.807
11.66853,-47.9152,41.646,0,-2.794
11.66853,-47.9162,41.664,-0.002,-2.788
11.66853,-47.9152,41.672,-0.003,-2.782
11.66753,-47.9152,41.672,0,-2.801
11.66653,-47.9172,41.699,-0.006,-2.805
11.66453,-47.9222,41.763,0,-2.809
11.66553,-47.9212,41.762,0,-2.805
11.66553,-47.9192,41.761,-0.002,-2.807
11.66553,-47.9192,41.761,0,-2.808
11.66553,-47.9192,41.761,0,-2.804
11.66553,-47.9192,41.761,0,-2.797
11.66553,-47.9202,41.753,0.001,-2.807
11.66553,-47.9212,41.754,0.001,-2.8
11.66553,-47.9202,41.736,0.001,-2.809
11.66553,-47.9182,41.718,0,-2.804
11.66553,-47.9182,41.718,0,-2.808
11.66453,-47.9192,41.727,0,-2.801
11.66353,-47.9192,41.736,0,-2.799
11.66453,-47.9192,41.736,0,-2.796
11.66353,-47.9192,41.736,0,-2.796
11.66353,-47.9202,41.745,0,-2.787
11.66353,-47.9202,41.762,0,-2.797
11.66353,-47.9202,41.762,0,-2.796
11.66353,-47.9202,41.762,0,-2.806
11.66353,-47.9202,41.762,0,-2.798
11.66353,-47.9202,41.762,0,-2.804
11.66353,-47.9202,41.762,0,-2.801
11.66353,-47.9202,41.762,0,-2.803
11.66353,-47.9212,41.754,0,-2.797
11.66353,-47.9212,41.763,-0.003,-2.8
11.66353,-47.9212,41.763,0,-2.801
11.66353,-47.9222,41.772,0,-2.801
11.66253,-47.9232,41.773,0,-2.794
11.66253,-47.9242,41.782,0,-2.799
11.66253,-47.9242,41.782,0,-2.8
11.66353,-47.9242,41.782,0,-2.808
11.66353,-47.9252,41.791,0,-2.796
11.66253,-47.9262,41.809,0,-2.802
11.66253,-47.9272,41.819,-0.001,-2.797
11.66253,-47.9272,41.819,0,-2.805
11.66253,-47.9262,41.809,0,-2.799
11.66253,-47.9262,41.809,0,-2.802
11.66253,-47.9262,41.809,0,-2.798
11.66253,-47.9262,41.809,0,-2.803
11.66353,-47.9262,41.809,0,-2.798
11.66353,-47.9262,41.809,0,-2.803
11.66353,-47.9262,41.809,0,-2.797
11.66253,-47.9282,41.794,0.002,-2.803
11.66253,-47.9282,41.786,0.004,-2.804
11.66253,-47.9282,41.786,0,-2.807
11.66353,-47.9292,41.795,-0.001,-2.8
11.66353,-47.9302,41.804,0,-2.8
11.66553,-47.9302,41.795,0,-2.796
11.66653,-47.9292,41.786,0,-2.798
11.66753,-47.9302,41.786,0,-2.792
11.66653,-47.9312,41.779,0.002,-2.792
11.66653,-47.9312,41.779,0,-2.801
11.66853,-47.9322,41.779,0,-2.794
11.66953,-47.9332,41.788,-0.002,-2.804
11.67053,-47.9362,41.824,0,-2.798
11.67053,-47.9362,41.824,0,-2.8
11.67053,-47.9342,41.797,0.004,-2.798
11.67053,-47.9322,41.77,0,-2.795
11.67053,-47.9322,41.77,0,-2.8
11.67053,-47.9332,41.779,0,-2.802
11.67053,-47.9332,41.779,0,-2.8
11.67053,-47.9332,41.779,0,-2.805
11.67053,-47.9332,41.779,0,-2.795
11.67153,-47.9312,41.752,0.004,-2.798
11.67153,-47.9292,41.733,0.002,-2.801
11.67253,-47.9282,41.715,0,-2.804
11.67253,-47.9282,41.715,0,-2.798
11.67253,-47.9272,41.697,0.003,-2.795
11.67353,-47.9232,41.652,0.003,-2.796
11.67453,-47.9212,41.625,0.003,-2.797
11.67653,-47.9142,41.483,0.012,-2.798
11.67953,-47.9052,41.239,0.025,-2.799
11.68053,-47.9002,41.05,0.022,-2.802
11.68153,-47.8982,40.794,0.032,-2.798
11.68053,-47.8982,40.458,0.045,-2.796
11.68053,-47.8972,39.8,0.068,-2.8
11.68253,-47.8922,38.879,0.086,-2.799
11.68453,-47.8882,37.641,0.119,-2.802
11.68653,-47.8892,36.414,0.121,-2.8
11.68653,-47.8922,35.557,0.107,-2.803
11.69053,-47.8952,34.406,0.118,-2.799
11.70353,-47.9082,30.569,0.165,-2.797
11.71253,-47.9142,28.773,0.164,-2.799
11.73653,-47.9212,26.692,0.154,-2.8
11.76553,-47.9192,24.66,0.151,-2.801
11.77453,-47.9152,24.043,0.142,-2.796
11.80953,-47.8902,21.889,0.16,-2.8
11.84653,-47.8552,19.478,0.14,-2.8
11.85953,-47.8322,17.627,0.127,-2.807
11.86353,-47.8212,16.441,0.112,-2.798
11.86653,-47.8122,15.41,0.105,-2.801
11.86853,-47.8042,14.462,0.105,-2.794
11.87653,-47.7882,12.365,0.099,-2.795
11.89353,-47.7672,10.747,0.102,-2.789
11.91053,-47.7512,9.613,0.098,-2.795
11.92653,-47.7432,8.697,0.068,-2.793
11.94253,-47.7372,7.891,0.063,-2.804
11.95153,-47.7302,7.253,0.061,-2.8
11.95553,-47.7262,6.676,0.059,-2.804
11.95953,-47.7222,6.084,0.05,-2.8
11.96653,-47.7142,5.464,0.045,-2.795
11.97153,-47.7022,4.661,0.064,-2.804
11.97753,-47.6862,3.332,0.082,-2.798
11.98453,-47.6762,2.523,0.087,-2.812
12.01153,-47.6572,0.93,0.08,-2.806
12.02253,-47.6492,-0.016,0.078,-2.808
12.03253,-47.6462,-1.019,0.336,-2.797
12.04853,-47.6442,-1.122,0.288,-2.805
12.05853,-47.6432,-0.996,0.515,-2.807
12.07353,-47.6452,-1.105,0.398,-2.809
12.08053,-47.6412,-1.311,0.411,-2.802
12.09053,-47.6372,-1.574,0.444,-2.797
12.10253,-47.6372,-1.567,0.593,-2.801
12.11853,-47.6402,-1.401,0.666,-2.797
12.15453,-47.6422,-1.538,0.628,-2.799
12.17753,-47.6412,-1.5,0.704,-2.798
12.19353,-47.6452,-1.463,0.631,-2.801
12.20753,-47.6482,-1.427,0,-2.802
12.26453,-47.6422,-1.595,0.65,-2.802
12.28153,-47.6422,-1.619,0.626,-2.797
12.29653,-47.6422,-1.613,0.628,-2.79
12.31353,-47.6422,-1.518,0.714,-2.793
12.33053,-47.6442,-1.331,0.813,-2.791
12.36053,-47.6472,-1.314,0.75,-2.799
12.38953,-47.6492,-1.281,0.79,-2.796
12.40553,-47.6532,-1.462,0.653,-2.791
12.39553,-47.6532,-1.37,0.697,-2.792
12.39353,-47.6532,-1.251,0.774,-2.793
12.39253,-47.6572,-1.186,0.737,-2.8
12.39553,-47.6582,-1.207,0.72,-2.798
12.39653,-47.6612,-1.337,0.57,-2.803
12.39553,-47.6612,-1.285,0.6,-2.807
12.39453,-47.6632,-1.322,0.498,-2.81
12.39553,-47.6652,-1.369,0.409,-2.8
12.39453,-47.6682,-1.443,0.61,-2.806
12.38553,-47.6812,-0.879,0.408,-2.805
12.38353,-47.6932,-0.846,0.243,-2.81
12.38353,-47.6942,-0.841,0.257,-2.807
12.38353,-47.6962,-0.858,0.155,-2.799
12.38353,-47.6962,-0.858,0.22,-2.806
12.38353,-47.6982,-0.687,0.353,-2.797
12.38453,-47.7002,-0.573,0.141,-2.799
12.38253,-47.7022,-0.569,0.376,-2.795
12.38253,-47.7002,-0.501,0.293,-2.803
12.38153,-47.7042,-0.466,0.391,-2.806
12.38153,-47.7042,-0.533,0.203,-2.804
12.38153,-47.7002,-0.605,0.16,-2.8
12.38153,-47.7012,-0.641,0.226,-2.805
12.38153,-47.7042,-0.533,0.287,-2.802
12.38153,-47.7042,-0.689,0.213,-2.807
12.38253,-47.6992,-0.719,0.306,-2.796
12.37353,-47.6882,-0.892,0.225,-2.801
12.37053,-47.6872,-0.638,0.434,-2.8
12.37253,-47.6902,-0.769,0.348,-2.813
12.37353,-47.6812,-0.823,0.396,-2.811
12.37653,-47.6682,-1.512,0.321,-2.807
12.37053,-47.6562,-1.808,0.476,-2.801
12.35653,-47.6422,-1.721,0.498,-2.798
12.35353,-47.6392,-1.534,0.598,-2.799
12.35453,-47.6382,-1.254,0.571,-2.799
12.35653,-47.6342,-1.098,0.504,-2.801
12.35753,-47.6272,-1.136,0.519,-2.802
12.36053,-47.6162,-1.163,0.488,-2.802
12.36253,-47.6082,-1.206,0.468,-2.803
12.36353,-47.5972,-1.258,0.498,-2.8
12.36253,-47.5952,-1.19,0.438,-2.801
12.35853,-47.5912,-1.117,0.478,-2.798
12.34753,-47.5872,-1.106,0.464,-2.802
12.34053,-47.5862,-1.106,0.543,-2.802
12.33953,-47.5822,-1.136,0.443,-2.801
12.34353,-47.5662,-1.205,0.499,-2.797
12.34653,-47.5562,-1.344,0.559,-2.792
12.34753,-47.5532,-1.373,0.669,-2.797
12.34853,-47.5722,-0.956,0.62,-2.799
12.34753,-47.6002,-0.736,0.445,-2.8
12.33153,-47.6072,-0.792,0.418,-2.795
12.29153,-47.5842,-0.879,0.408,-2.797
12.26353,-47.5622,-0.894,0.542,-2.796
12.25753,-47.5552,-1.056,0.579,-2.796
12.29453,-47.5562,-1.104,0.596,-2.801
12.30853,-47.5572,-1.036,0.573,-2.8
12.31053,-47.5582,-1.047,0.457,-2.803
12.29753,-47.5622,-1.075,0.478,-2.801
12.28853,-47.5642,-1.062,0.407,-2.795
12.28553,-47.5682,-1.089,0.465,-2.803
12.28953,-47.5672,-1.011,0.585,-2.796
12.28853,-47.5662,-1.273,0.5,-2.803
12.28253,-47.5602,-1.179,0.617,-2.793
12.27753,-47.5692,-1.306,0.507,-2.796
12.27553,-47.5832,-1.122,0.633,-2.792
12.27853,-47.6102,-0.839,0.501,-2.789
12.28853,-47.6292,-0.725,0.553,-2.792
12.29553,-47.6372,-0.609,0.594,-2.803
12.30053,-47.6422,-0.604,0.538,-2.818
12.30353,-47.6402,-0.815,0.343,-2.813
12.30853,-47.6362,-1.439,0.196,-2.804
12.30553,-47.6362,-1.723,0.344,-2.796
12.30553,-47.6452,-1.541,0.518,-2.799
12.30353,-47.6522,-1.223,0.618,-2.803
12.30253,-47.6562,-0.976,0.451,-2.799
12.30253,-47.6602,-1.07,0.426,-2.8
12.30553,-47.6582,-1.152,0.526,-2.797
12.32053,-47.6602,-1.11,0.495,-2.804
12.33553,-47.6622,-1.011,0.532,-2.798
12.33753,-47.6652,-1.09,0.382,-2.803
12.33853,-47.6662,-1.1,0.527,-2.807
12.35053,-47.6722,-1.174,0.449,-2.808
12.35553,-47.6742,-1.221,0.353,-2.808
12.35553,-47.6752,-1.325,0.371,-2.8
12.35653,-47.6722,-1.37,0.38,-2.796
12.35953,-47.6692,-1.177,0.515,-2.799
12.36853,-47.6702,-1.094,0.574,-2.797
12.37453,-47.6712,-1.109,0.513,-2.804
12.37753,-47.6702,-1.104,0.573,-2.795
12.38053,-47.6742,-1.244,0.452,-2.791
12.38453,-47.6752,-1.074,0.58,-2.793
12.39153,-47.6782,-0.774,0.588,-2.794
12.39353,-47.6792,-0.769,0.547,-2.806
12.40253,-47.6782,-0.856,0.554,-2.798
12.40653,-47.6812,-1.146,0.383,-2.804
12.41053,-47.6822,-1.002,0.477,-2.794
12.41253,-47.6842,-0.992,0.346,-2.804
12.41153,-47.6822,-0.95,0.574,-2.798
12.41153,-47.6852,-1.101,0.395,-2.805
12.41053,-47.6852,-1.075,0.516,-2.798
12.41053,-47.6842,-1.028,0.334,-2.804
12.41053,-47.6882,-1.034,0.524,-2.797
12.41053,-47.6872,-1.024,0.363,-2.801
12.40953,-47.6882,-1.03,0.537,-2.8
12.41053,-47.6862,-0.977,0.422,-2.801
12.41053,-47.6922,-0.932,0.427,-2.797
12.41053,-47.6942,-0.933,0.392,-2.795
12.41053,-47.6962,-0.897,0.482,-2.801
12.40953,-47.6982,-0.685,0.468,-2.803
12.41053,-47.7012,-0.681,0.327,-2.802
12.41053,-47.7012,-0.785,0.295,-2.799
12.41153,-47.6992,-0.784,0.319,-2.8
12.41153,-47.6992,-0.722,0.385,-2.801
12.41253,-47.7012,-0.707,0.352,-2.804
12.41153,-47.7032,-0.723,0.331,-2.8
12.41053,-47.7072,-0.765,0.271,-2.8
12.40953,-47.7112,-0.673,0.338,-2.801
12.40853,-47.7172,-0.582,0.312,-2.8
12.40853,-47.7222,-0.598,0.296,-2.802
12.40953,-47.7232,-0.578,0.308,-2.796
12.40953,-47.7282,-0.574,0.402,-2.804
12.40753,-47.7312,-0.502,0.371,-2.796
12.40853,-47.7322,-0.523,0.185,-2.802
12.40853,-47.7342,-0.539,0.403,-2.798
12.41853,-47.7362,-0.565,0.235,-2.8
12.42253,-47.7412,-0.477,0.314,-2.797
12.42153,-47.7462,-0.405,0.245,-2.797
12.42053,-47.7512,-0.365,0.301,-2.805
12.42153,-47.7532,-0.282,0.283,-2.802
12.42353,-47.7532,-0.396,0.122,-2.801
12.42953,-47.7472,-0.436,0.192,-2.796
12.43053,-47.7442,-0.482,0.252,-2.806
12.43153,-47.7412,-0.435,0.345,-2.806
12.43453,-47.7422,-0.607,0.181,-2.811
12.43653,-47.7412,-0.695,0.197,-2.798
12.43753,-47.7372,-0.808,0.105,-2.8
12.43853,-47.7362,-0.631,0.353,-2.798
12.45753,-47.7412,-0.538,0.307,-2.802
12.47653,-47.7402,-0.552,0.353,-2.797
12.49953,-47.7382,-0.675,0.286,-2.8
12.51453,-47.7342,-0.663,0.397,-2.795
12.52853,-47.7332,-0.677,0.347,-2.797
12.54953,-47.7342,-0.656,0.449,-2.79
12.58253,-47.7392,-0.696,0.437,-2.791
12.60253,-47.7372,-0.648,0.586,-2.791
12.64053,-47.7322,-0.541,0.518,-2.795
12.66053,-47.7272,-0.58,0.535,-2.799
12.65853,-47.7262,-0.621,0.439,-2.799
12.65253,-47.7252,-0.74,0.406,-2.8
12.64953,-47.7232,-0.76,0.402,-2.796
12.64453,-47.7212,-0.781,0.374,-2.805
12.64353,-47.7202,-0.755,0.476,-2.802
12.64253,-47.7182,-0.925,0.301,-2.813
12.64053,-47.7152,-1.006,0.397,-2.805
12.63953,-47.7072,-1.277,0.235,-2.804
12.63953,-47.7002,-1.233,0.368,-2.805
12.63953,-47.7002,-1.115,0.369,-2.802
12.63753,-47.7012,-1.094,0.339,-2.805
12.62453,-47.6962,-1.057,0.409,-2.794
12.61553,-47.6922,-1.098,0.353,-2.801
12.60753,-47.6862,-0.952,0.579,-2.801
12.59653,-47.6772,-0.805,0.345,-2.805
12.58253,-47.6702,-0.917,0.416,-2.8
12.56153,-47.6522,-1.097,0.357,-2.799
12.54153,-47.6392,-1.042,0.461,-2.795
12.53353,-47.6282,-1.013,0.478,-2.801
12.53953,-47.6072,-0.998,0.58,-2.803
12.54853,-47.5822,-1.221,0,-2.806
12.54653,-47.5752,-1.274,0.457,-2.8
12.54453,-47.5662,-1.341,0.403,-2.798
12.52253,-47.5282,-1.405,0.579,-2.8
12.51353,-47.5192,-1.366,0.616,-2.802
12.50853,-47.5112,-1.351,0.577,-2.803
12.51253,-47.4942,-1.458,0.574,-2.804
12.51653,-47.4842,-1.512,0.55,-2.801
12.51753,-47.4802,-1.54,0.546,-2.805
12.51953,-47.4752,-1.516,0.596,-2.803
12.52253,-47.4662,-1.526,0.496,-2.803
12.52853,-47.4542,-1.593,0.577,-2.792
12.53253,-47.4452,-1.596,0.568,-2.805
12.53553,-47.4362,-1.479,0.802,-2.802
12.54453,-47.3782,-1.683,0.55,-2.807
12.54253,-47.3782,-1.668,0.631,-2.793
12.54053,-47.3782,-1.689,0.509,-2.793
12.53853,-47.3782,-1.574,0.813,-2.8
12.54053,-47.3732,-1.23,0.671,-2.802
12.54253,-47.3722,-1.184,0.505,-2.801
12.54153,-47.3742,-1.355,0.529,-2.794
12.54153,-47.3692,-1.457,0.562,-2.802
12.54153,-47.3672,-1.261,0.67,-2.807
12.54253,-47.3662,-1.215,0.476,-2.8
12.54353,-47.3632,-1.437,0.437,-2.803
12.54153,-47.3542,-1.57,0.641,-2.795
12.52753,-47.3442,-1.55,0.547,-2.801
12.52253,-47.3422,-1.34,0.504,-2.798
12.52253,-47.3422,-1.315,0.522,-2.809
12.52253,-47.3422,-1.34,0.321,-2.808
12.52453,-47.3392,-1.408,0.361,-2.809
12.52453,-47.3412,-1.603,0.455,-2.798
12.52253,-47.3392,-1.697,0.453,-2.802
12.52053,-47.3362,-1.431,0.609,-2.793
12.52353,-47.3412,-1.334,0.518,-2.804
12.52353,-47.3412,-1.309,0.725,-2.799
12.52353,-47.3392,-1.308,0.455,-2.801
12.52153,-47.3412,-1.37,0.593,-2.797
12.52153,-47.3382,-1.308,0.533,-2.801
12.52153,-47.3342,-1.225,0.602,-2.804
12.52253,-47.3312,-1.207,0.49,-2.802
12.52453,-47.3262,-1.298,0.464,-2.803
12.52553,-47.3202,-1.328,0.502,-2.801
12.52253,-47.3142,-1.329,0.48,-2.796
12.51953,-47.3122,-1.298,0.521,-2.801
12.51553,-47.3102,-1.223,0.608,-2.798
12.51453,-47.3092,-1.178,0.492,-2.806
12.51453,-47.3122,-1.19,0.551,-2.794
12.51553,-47.3132,-1.3,0.413,-2.8
12.51453,-47.3102,-1.213,0.645,-2.797
12.51653,-47.3092,-1.118,0.5,-2.804
12.51553,-47.3052,-1.085,0.545,-2.798
12.51553,-47.3062,-1.195,0.416,-2.786
12.51553,-47.3062,-1.21,0.576,-2.788
12.51453,-47.3012,-0.864,0.734,-2.795
12.51953,-47.3042,-0.449,0.57,-2.804
12.52153,-47.3042,-0.474,0.405,-2.803
12.52153,-47.3002,-0.952,0.384,-2.795
12.51953,-47.2932,-1.249,0.489,-2.799
12.51853,-47.2902,-1.123,0.587,-2.798
12.52053,-47.2992,-0.906,0.439,-2.801
12.51953,-47.2962,-0.959,0.492,-2.803
12.52053,-47.2902,-1.103,0.458,-2.794
12.52153,-47.2882,-1.111,0.411,-2.787
12.52053,-47.2882,-1.012,0.581,-2.785
12.52053,-47.2882,-0.834,0.704,-2.792
12.52053,-47.2872,-0.611,0.691,-2.804
12.52153,-47.2872,-0.6,0.525,-2.805
12.52153,-47.2822,-1.309,0.468,-2.806
12.52053,-47.2772,-1.429,0.464,-2.806
12.52053,-47.2802,-1.342,0.41,-2.802
12.51953,-47.2822,-1.354,0.407,-2.811
12.52053,-47.2832,-1.315,0.503,-2.793
12.52153,-47.2852,-1.381,0.302,-2.8
12.52053,-47.2812,-1.21,0.669,-2.792
12.52253,-47.2792,-1.069,0.454,-2.804
12.52353,-47.2832,-0.938,0.639,-2.804
12.52353,-47.2832,-0.963,0.344,-2.8
12.52253,-47.2862,-1.312,0.459,-2.799
12.52053,-47.2872,-1.18,0.511,-2.788
12.52053,-47.2882,-1.161,0.53,-2.799
12.51953,-47.2942,-0.665,0.623,-2.802
12.51953,-47.2972,-1.058,0.496,-2.807
12.51953,-47.2992,-1.045,0.407,-2.809
12.51853,-47.3002,-1.175,0.337,-2.799
12.51853,-47.3002,-1.24,0.311,-2.805
12.51853,-47.3012,-1.171,0.533,-2.797
12.51953,-47.3012,-1.111,0.341,-2.804
12.51953,-47.3022,-1.117,0.567,-2.805
12.51953,-47.3022,-1.142,0.408,-2.8
12.51953,-47.3022,-1.192,0.386,-2.805
12.52053,-47.3012,-1.101,0,-2.798
12.52153,-47.3002,-1.194,0.379,-2.799
12.52153,-47.2962,-1.137,0.542,-2.79
12.52253,-47.2962,-1.087,0.499,-2.794
12.52353,-47.2962,-0.924,0.664,-2.799
12.52453,-47.2942,-0.858,0.549,-2.803
12.52853,-47.2952,-1.085,0.51,-2.802
12.52853,-47.2932,-1.173,0.443,-2.807
12.52953,-47.2942,-1.169,0.454,-2.809
12.53053,-47.2962,-1.249,0.359,-2.803
12.53053,-47.2972,-1.344,0.336,-2.796
12.53053,-47.2972,-1.334,0.468,-2.799
12.53153,-47.2972,-1.166,0.587,-2.799
12.53353,-47.3002,-1.133,0.53,-2.797
12.53353,-47.2992,-1.162,0.526,-2.798
12.53353,-47.2992,-1.147,0.585,-2.806
12.53253,-47.3012,-1.149,0.547,-2.801
12.53253,-47.3042,-1.26,0.393,-2.804
12.53053,-47.3042,-1.31,0.508,-2.797
12.53153,-47.3062,-1.351,0.464,-2.797
12.53053,-47.3082,-1.278,0.603,-2.784
12.52953,-47.3122,-1.242,0.616,-2.785
12.52853,-47.3172,-0.799,0.769,-2.792
12.52753,-47.3292,-0.767,0.758,-2.797
12.52553,-47.3322,-0.964,0.673,-2.796
12.52353,-47.3412,-1.27,0.636,-2.8
12.52253,-47.3452,-1.263,0.632,-2.8
12.52253,-47.3462,-1.258,0.542,-2.802
12.52153,-47.3492,-1.305,0.567,-2.796
12.52053,-47.3532,-1.444,0.569,-2.797
12.52053,-47.3612,-1.37,0.66,-2.796
12.52053,-47.3662,-1.383,0.669,-2.798
12.52153,-47.3692,-1.37,0.685,-2.797
12.52753,-47.3732,-1.407,0.638,-2.797
12.53453,-47.3792,-1.37,0.65,-2.801
12.54453,-47.3852,-1.363,0.64,-2.8
12.54753,-47.3882,-1.394,0.57,-2.804
12.54753,-47.3912,-1.477,0.632,-2.804
12.54653,-47.3952,-1.61,0.562,-2.803
12.54453,-47.3992,-1.728,0.597,-2.8
12.54553,-47.3992,-1.703,0.61,-2.802
12.54553,-47.4002,-1.684,0.679,-2.805
12.55153,-47.4042,-1.696,0.641,-2.806
12.55353,-47.4092,-1.779,0.589,-2.806
12.55353,-47.4152,-1.924,0.632,-2.806
12.55753,-47.4222,-2.024,0.656,-2.805
12.56453,-47.4282,-2.038,0.655,-2.802
12.57353,-47.4342,-2.001,0.66,-2.801
12.58753,-47.4402,-1.952,0.717,-2.805
12.59553,-47.4492,-1.917,0.748,-2.802
12.59853,-47.4562,-1.972,0.66,-2.804
12.60453,-47.4602,-1.999,0.732,-2.798
12.61253,-47.4642,-1.985,0.671,-2.806
12.61953,-47.4732,-1.859,0.802,-2.807
12.62153,-47.4832,-2.053,0.666,-2.811
12.62253,-47.4862,-2.181,0.683,-2.805
12.62553,-47.4922,-2.317,0.624,-2.808
12.62953,-47.4972,-2.248,0.747,-2.809
12.63553,-47.5032,-2.287,0.661,-2.807
12.64453,-47.5062,-2.344,0.677,-2.807
12.65153,-47.5092,-2.324,0.734,-2.809
12.65653,-47.5122,-2.311,0.72,-2.809
12.65853,-47.5152,-2.328,0.685,-2.808
12.65853,-47.5172,-2.39,0.691,-2.81
12.65853,-47.5182,-2.411,0.724,-2.814
12.66053,-47.5212,-2.428,0.683,-2.81
12.66553,-47.5262,-2.562,0.626,-2.805
12.66953,-47.5282,-2.625,0.742,-2.81
12.67753,-47.5402,-2.449,0.805,-2.811
12.68153,-47.5492,-2.546,0.726,-2.809
12.68553,-47.5512,-2.593,0.717,-2.811
12.69353,-47.5522,-2.572,0.759,-2.814
12.69753,-47.5542,-2.593,0.724,-2.82
12.69953,-47.5532,-2.623,0.659,-2.814
12.70153,-47.5572,-2.828,0.589,-2.812
12.70053,-47.5602,-2.872,0.733,-2.809
12.70153,-47.5672,-2.811,0.765,-2.811
12.69853,-47.5722,-2.758,0.812,-2.814
12.69853,-47.5742,-2.796,0.784,-2.819
12.69853,-47.5762,-2.827,0.717,-2.816
12.69853,-47.5812,-2.979,0.647,-2.818
12.69953,-47.5832,-3.021,0.72,-2.812
12.70153,-47.5872,-3.018,0.673,-2.815
12.70053,-47.5912,-2.94,0.787,-2.81
12.69953,-47.5982,-2.981,0.754,-2.813
12.69853,-47.6072,-2.869,0.828,-2.81
12.70053,-47.6152,-2.869,0.77,-2.809
12.70453,-47.6242,-2.828,0.809,-2.808
12.70553,-47.6302,-2.806,0.838,-2.81
12.70553,-47.6372,-2.754,0.838,-2.811
12.71453,-47.6442,-2.752,0.802,-2.81
12.72253,-47.6482,-2.805,0.791,-2.808
12.72753,-47.6512,-2.807,0.814,-2.811
12.73153,-47.6602,-2.739,0.838,-2.814
12.73253,-47.6682,-2.801,0.781,-2.822
12.73253,-47.6722,-2.891,0.54,-2.821
12.73553,-47.6882,-3.323,0.71,-2.822
12.73653,-47.6932,-3.403,0.741,-2.817
