x (nm),y (nm),zpen (mm),F (N),zstm (nm)
-391.883,-380.567,-6.352,1.217,-11.41
-391.857,-380.578,-6.308,1.237,-11.41
-391.853,-380.588,-6.236,1.209,-11.41
-391.852,-380.595,-6.175,1.198,-11.41
-391.853,-380.601,-6.119,1.189,-11.41
-391.853,-380.605,-6.102,1.189,-11.41
-391.855,-380.606,-6.075,1.186,-11.41
-391.859,-380.607,-6.002,1.166,-11.41
-391.858,-380.606,-5.924,1.144,-11.409
-391.854,-380.603,-5.912,1.168,-11.409
-391.853,-380.601,-5.923,1.192,-11.409
-391.853,-380.603,-5.884,1.2,-11.409
-391.854,-380.605,-5.806,1.171,-11.409
-391.853,-380.603,-5.772,1.176,-11.409
-391.853,-380.603,-5.761,1.208,-11.409
-391.853,-380.601,-5.728,1.198,-11.409
-391.854,-380.603,-5.672,1.183,-11.408
-391.86,-380.605,-5.633,1.198,-11.408
-391.868,-380.605,-5.582,1.201,-11.408
-391.875,-380.608,-5.538,1.232,-11.408
-391.881,-380.614,-5.476,1.211,-11.408
-391.902,-380.623,-5.303,1.16,-11.408
-391.919,-380.62,-5.247,1.148,-11.408
-391.936,-380.615,-5.286,1.13,-11.408
-391.941,-380.613,-5.32,1.126,-11.408
-391.953,-380.61,-5.336,1.11,-11.408
-391.978,-380.612,-5.336,1.092,-11.408
-392.006,-380.619,-5.28,1.086,-11.408
-392.026,-380.627,-5.224,1.066,-11.408
-392.03,-380.634,-5.19,1.048,-11.407
-392.029,-380.635,-5.173,1.038,-11.407
-392.029,-380.636,-5.167,1.076,-11.407
-392.029,-380.636,-5.167,1.097,-11.407
-392.034,-380.635,-5.15,1.136,-11.406
-392.034,-380.635,-5.15,1.155,-11.406
-392.034,-380.635,-5.139,1.182,-11.406
-392.034,-380.634,-5.1,1.195,-11.405
-392.033,-380.635,-5.038,1.201,-11.405
-392.033,-380.637,-4.977,1.267,-11.405
-392.032,-380.64,-4.864,1.218,-11.404
-392.032,-380.64,-4.808,1.226,-11.404
-392.029,-380.639,-4.59,1.244,-11.404
-392.026,-380.641,-4.511,1.254,-11.403
-392.026,-380.643,-4.415,1.303,-11.403
-392.027,-380.647,-4.325,1.306,-11.403
-392.025,-380.643,-4.23,1.267,-11.403
-392.021,-380.644,-4.202,1.307,-11.402
-392.019,-380.644,-4.191,1.303,-11.402
-392.018,-380.64,-4.141,1.311,-11.402
-392.018,-380.634,-4.041,1.314,-11.402
-392.019,-380.631,-3.985,1.299,-11.402
-392.021,-380.626,-3.908,1.298,-11.401
-392.021,-380.626,-3.896,1.318,-11.402
-392.021,-380.625,-3.868,1.342,-11.402
-392.02,-380.627,-3.818,1.309,-11.402
-392.024,-380.636,-3.744,1.271,-11.402
-392.031,-380.637,-3.721,1.264,-11.402
-392.036,-380.636,-3.721,1.254,-11.402
-392.041,-380.634,-3.738,1.254,-11.402
-392.043,-380.635,-3.732,1.256,-11.402
-392.055,-380.64,-3.67,1.227,-11.402
-392.082,-380.643,-3.573,1.198,-11.401
-392.091,-380.644,-3.562,1.199,-11.402
-392.112,-380.642,-3.55,1.184,-11.402
-392.123,-380.641,-3.589,1.179,-11.401
-392.128,-380.636,-3.652,1.194,-11.401
-392.118,-380.635,-3.652,1.223,-11.401
-392.111,-380.635,-3.647,1.223,-11.401
-392.104,-380.634,-3.641,1.228,-11.401
-392.1,-380.634,-3.63,1.235,-11.401
-392.101,-380.634,-3.63,1.244,-11.401
-392.109,-380.633,-3.641,1.241,-11.401
-392.113,-380.633,-3.653,1.249,-11.401
-392.114,-380.633,-3.653,1.237,-11.401
-392.114,-380.633,-3.664,1.228,-11.401
-392.112,-380.634,-3.675,1.252,-11.401
-392.112,-380.634,-3.664,1.24,-11.401
-392.118,-380.634,-3.658,1.238,-11.401
-392.128,-380.633,-3.669,1.237,-11.401
-392.135,-380.631,-3.669,1.23,-11.401
-392.132,-380.63,-3.681,1.225,-11.401
-392.123,-380.63,-3.686,1.232,-11.401
-392.116,-380.629,-3.681,1.243,-11.401
-392.118,-380.631,-3.658,1.228,-11.401
-392.131,-380.626,-3.698,1.248,-11.401
-392.125,-380.624,-3.698,1.25,-11.401
-392.118,-380.624,-3.704,1.234,-11.401
-392.115,-380.626,-3.698,1.234,-11.401
-392.115,-380.625,-3.704,1.25,-11.401
-392.115,-380.625,-3.704,1.253,-11.401
-392.113,-380.623,-3.699,1.251,-11.401
-392.114,-380.622,-3.704,1.259,-11.401
-392.114,-380.624,-3.71,1.249,-11.401
-392.114,-380.626,-3.698,1.253,-11.401
-392.115,-380.631,-3.675,1.244,-11.401
-392.115,-380.63,-3.664,1.251,-11.401
-392.117,-380.629,-3.653,1.231,-11.401
-392.117,-380.629,-3.653,1.245,-11.401
-392.118,-380.63,-3.664,1.23,-11.401
-392.118,-380.628,-3.67,1.239,-11.401
-392.117,-380.628,-3.676,1.243,-11.401
-392.117,-380.628,-3.676,1.227,-11.401
-392.113,-380.629,-3.67,1.247,-11.401
-392.11,-380.63,-3.67,1.247,-11.401
-392.105,-380.631,-3.67,1.253,-11.401
-392.1,-380.63,-3.664,1.26,-11.401
-392.097,-380.63,-3.664,1.251,-11.401
-392.094,-380.631,-3.664,1.252,-11.401
-392.091,-380.633,-3.659,1.257,-11.401
-392.08,-380.635,-3.67,1.251,-11.401
-392.064,-380.636,-3.664,1.253,-11.401
-392.047,-380.637,-3.665,1.256,-11.401
-392.033,-380.639,-3.665,1.248,-11.401
-392.008,-380.64,-3.609,1.256,-11.401
-391.999,-380.641,-3.615,1.271,-11.402
-391.981,-380.641,-3.616,1.27,-11.402
-391.956,-380.644,-3.621,1.265,-11.402
-391.927,-380.649,-3.621,1.265,-11.402
-391.917,-380.65,-3.627,1.29,-11.402
-391.904,-380.65,-3.622,1.3,-11.402
-391.891,-380.649,-3.622,1.295,-11.402
-391.868,-380.647,-3.623,1.298,-11.402
-391.85,-380.645,-3.635,1.296,-11.402
-391.839,-380.645,-3.641,1.303,-11.402
-391.817,-380.646,-3.613,1.316,-11.402
-391.787,-380.649,-3.552,1.294,-11.402
-391.764,-380.651,-3.53,1.286,-11.402
-391.753,-380.653,-3.53,1.305,-11.403
-391.748,-380.655,-3.524,1.258,-11.403
-391.746,-380.657,-3.529,1.26,-11.403
-391.718,-380.658,-3.502,1.255,-11.403
-391.706,-380.657,-3.502,1.232,-11.403
-391.698,-380.657,-3.508,1.233,-11.403
-391.69,-380.659,-3.519,1.245,-11.403
-391.66,-380.662,-3.508,1.241,-11.403
-391.639,-380.666,-3.508,1.235,-11.403
-391.626,-380.667,-3.497,1.228,-11.403
-391.586,-380.669,-3.43,1.231,-11.404
-391.574,-380.669,-3.408,1.225,-11.404
-391.569,-380.669,-3.414,1.202,-11.404
-391.567,-380.667,-3.436,1.21,-11.404
-391.563,-380.667,-3.442,1.185,-11.405
-391.549,-380.666,-3.47,1.17,-11.405
-391.523,-380.664,-3.499,1.157,-11.405
-391.511,-380.66,-3.539,1.161,-11.405
-391.5,-380.659,-3.578,1.194,-11.405
-391.479,-380.66,-3.573,1.192,-11.405
-391.463,-380.663,-3.584,1.163,-11.405
-391.446,-380.665,-3.584,1.161,-11.406
-391.42,-380.668,-3.584,1.171,-11.406
-391.409,-380.668,-3.578,1.157,-11.406
-391.402,-380.67,-3.59,1.159,-11.406
-391.385,-380.671,-3.578,1.157,-11.406
-391.374,-380.672,-3.578,1.123,-11.406
-391.359,-380.671,-3.607,1.128,-11.407
-391.35,-380.673,-3.607,1.117,-11.407
-391.323,-380.675,-3.623,1.103,-11.407
-391.297,-380.678,-3.612,1.112,-11.407
-391.276,-380.68,-3.612,1.118,-11.407
-391.248,-380.684,-3.612,1.135,-11.407
-391.225,-380.685,-3.618,1.137,-11.407
-391.209,-380.687,-3.618,1.138,-11.407
-391.172,-380.691,-3.618,1.126,-11.408
-391.155,-380.694,-3.612,1.131,-11.408
-391.142,-380.696,-3.607,1.135,-11.408
-391.135,-380.698,-3.601,1.137,-11.408
-391.131,-380.7,-3.595,1.143,-11.408
-391.118,-380.699,-3.59,1.143,-11.408
-391.105,-380.7,-3.596,1.15,-11.408
-391.092,-380.7,-3.584,1.145,-11.408
-391.08,-380.701,-3.573,1.141,-11.408
-391.067,-380.705,-3.573,1.126,-11.408
-391.046,-380.709,-3.567,1.131,-11.408
-391.023,-380.711,-3.567,1.132,-11.408
-390.993,-380.712,-3.573,1.153,-11.408
-390.978,-380.713,-3.562,1.174,-11.408
-390.959,-380.714,-3.523,1.177,-11.408
-390.944,-380.714,-3.49,1.172,-11.408
-390.925,-380.715,-3.451,1.192,-11.408
-390.913,-380.715,-3.412,1.203,-11.408
-390.884,-380.713,-3.362,1.189,-11.408
-390.87,-380.714,-3.351,1.182,-11.408
-390.853,-380.715,-3.34,1.185,-11.408
-390.838,-380.716,-3.34,1.186,-11.408
-390.802,-380.716,-3.268,1.175,-11.408
-390.786,-380.718,-3.251,1.197,-11.408
-390.773,-380.722,-3.24,1.192,-11.408
-390.749,-380.725,-3.218,1.176,-11.409
-390.723,-380.726,-3.195,1.191,-11.409
-390.709,-380.725,-3.19,1.191,-11.409
-390.703,-380.725,-3.179,1.186,-11.409
-390.688,-380.724,-3.146,1.183,-11.409
-390.635,-380.726,-3.124,1.158,-11.409
-390.612,-380.727,-3.113,1.152,-11.409
-390.589,-380.726,-3.069,1.166,-11.409
-390.576,-380.726,-3.03,1.167,-11.409
-390.563,-380.728,-3.013,1.186,-11.409
-390.554,-380.728,-3.013,1.185,-11.409
-390.532,-380.729,-3.002,1.18,-11.409
-390.507,-380.729,-2.997,1.182,-11.409
-390.493,-380.729,-2.997,1.182,-11.409
-390.45,-380.733,-3.002,1.195,-11.41
-390.426,-380.734,-2.991,1.204,-11.409
-390.391,-380.734,-2.986,1.196,-11.41
-390.359,-380.732,-2.958,1.224,-11.41
-390.345,-380.734,-2.952,1.228,-11.41
-390.329,-380.735,-2.925,1.242,-11.41
-390.315,-380.734,-2.864,1.224,-11.41
-390.3,-380.731,-2.736,1.183,-11.41
-390.292,-380.734,-2.725,1.204,-11.41
-390.279,-380.734,-2.714,1.214,-11.41
-390.265,-380.734,-2.714,1.197,-11.41
-390.235,-380.733,-2.725,1.189,-11.41
-390.205,-380.735,-2.736,1.19,-11.41
-390.188,-380.735,-2.736,1.203,-11.41
-390.169,-380.737,-2.703,1.214,-11.41
-390.123,-380.744,-2.591,1.214,-11.41
-390.105,-380.742,-2.586,1.228,-11.41
-390.082,-380.742,-2.564,1.246,-11.41
-390.047,-380.745,-2.524,1.245,-11.41
-390.041,-380.745,-2.535,1.252,-11.41
-390.033,-380.744,-2.541,1.297,-11.41
-390.018,-380.746,-2.535,1.31,-11.41
-389.994,-380.747,-2.518,1.32,-11.41
-389.964,-380.743,-2.497,1.312,-11.41
-389.945,-380.74,-2.47,1.314,-11.41
-389.925,-380.739,-2.42,1.315,-11.41
-389.913,-380.74,-2.386,1.309,-11.41
-389.901,-380.74,-2.386,1.3,-11.41
-389.892,-380.74,-2.403,1.302,-11.41
-389.881,-380.739,-2.392,1.304,-11.41
-389.873,-380.739,-2.381,1.306,-11.41
-389.847,-380.735,-2.36,1.313,-11.41
-389.825,-380.733,-2.355,1.311,-11.41
-389.816,-380.733,-2.355,1.31,-11.411
-389.795,-380.73,-2.311,1.309,-11.411
-389.778,-380.729,-2.289,1.29,-11.411
-389.751,-380.728,-2.294,1.298,-11.411
-389.747,-380.727,-2.311,1.271,-11.411
-389.742,-380.725,-2.323,1.28,-11.411
-389.734,-380.722,-2.334,1.282,-11.412
-389.723,-380.721,-2.368,1.268,-11.412
-389.712,-380.723,-2.401,1.242,-11.412
-389.701,-380.722,-2.406,1.255,-11.412
-389.69,-380.722,-2.406,1.244,-11.412
-389.666,-380.724,-2.395,1.259,-11.412
-389.636,-380.723,-2.412,1.24,-11.413
-389.622,-380.722,-2.445,1.247,-11.413
-389.585,-380.723,-2.478,1.223,-11.414
-389.562,-380.723,-2.489,1.199,-11.414
-389.562,-380.72,-2.589,1.193,-11.414
-389.559,-380.718,-2.64,1.201,-11.415
-389.537,-380.717,-2.645,1.154,-11.416
-389.518,-380.712,-2.762,1.031,-11.416
-389.51,-380.701,-3.013,1.117,-11.416
-389.491,-380.696,-3.019,1.104,-11.417
-389.47,-380.693,-3.047,1.075,-11.418
-389.461,-380.69,-3.087,0.984,-11.418
-389.429,-380.685,-3.597,1.124,-11.42
-389.401,-380.673,-3.864,1.135,-11.42
-389.385,-380.675,-3.908,1.04,-11.42
-389.375,-380.674,-4.035,1.048,-11.421
-389.375,-380.669,-4.169,1.042,-11.424
-389.364,-380.667,-4.291,1.077,-11.424
-389.35,-380.667,-4.54,0.82,-11.425
-389.324,-380.659,-5.355,1.031,-11.425
-389.298,-380.655,-5.605,1.037,-11.426
-389.291,-380.656,-5.599,1.004,-11.426
-389.278,-380.659,-5.555,0.959,-11.428
-389.274,-380.659,-5.666,0.953,-11.429
-389.272,-380.656,-6.155,0.935,-11.429
-389.267,-380.651,-6.51,0.925,-11.43
-389.258,-380.65,-6.71,0.927,-11.43
-389.24,-380.651,-6.81,0.875,-11.43
-389.221,-380.652,-6.872,0.888,-11.431
-389.213,-380.655,-6.956,0.907,-11.431
-389.205,-380.658,-7.023,0.875,-11.432
-389.195,-380.66,-7.079,0.891,-11.433
-389.178,-380.662,-7.263,0.894,-11.433
-389.174,-380.661,-7.391,0.83,-11.433
-389.166,-380.663,-7.52,0.863,-11.433
-389.147,-380.663,-7.57,0.872,-11.434
-389.113,-380.667,-7.588,0.778,-11.434
-389.091,-380.669,-7.7,0.828,-11.434
-389.075,-380.668,-7.935,0.945,-11.434
-389.066,-380.667,-7.996,0.942,-11.435
-389.054,-380.667,-7.991,0.883,-11.435
-389.038,-380.671,-8.064,0.892,-11.435
-389.028,-380.674,-8.132,0.905,-11.435
-389.024,-380.676,-8.11,0.917,-11.435
-389.019,-380.678,-8.083,0.925,-11.434
-389.007,-380.68,-8.072,0.981,-11.434
-388.998,-380.679,-8.072,0.981,-11.434
-388.989,-380.679,-8.044,1.023,-11.433
-388.979,-380.676,-8.01,1.033,-11.433
-388.954,-380.683,-7.934,1.071,-11.433
-388.946,-380.684,-7.912,1.129,-11.433
-388.923,-380.686,-7.84,1.148,-11.432
-388.871,-380.693,-7.764,1.255,-11.431
-388.864,-380.694,-7.714,1.233,-11.431
-388.858,-380.696,-7.547,1.282,-11.43
-388.854,-380.699,-7.463,1.25,-11.429
-388.841,-380.702,-7.291,1.336,-11.428
-388.812,-380.709,-6.9,1.497,-11.427
-388.797,-380.712,-6.727,1.436,-11.427
-388.788,-380.717,-6.588,1.519,-11.426
-388.781,-380.721,-6.454,1.474,-11.425
-388.76,-380.728,-6.175,1.458,-11.425
-388.75,-380.729,-6.069,1.651,-11.424
-388.735,-380.729,-5.879,1.576,-11.424
-388.714,-380.738,-5.672,1.541,-11.423
-388.68,-380.743,-5.493,1.717,-11.423
-388.669,-380.744,-5.286,1.669,-11.422
-388.658,-380.753,-5,1.588,-11.421
-388.646,-380.755,-4.972,1.61,-11.421
-388.637,-380.758,-4.882,1.718,-11.421
-388.628,-380.76,-4.77,1.721,-11.42
-388.602,-380.768,-4.411,1.641,-11.42
-388.581,-380.775,-4.169,1.657,-11.42
-388.572,-380.774,-4.141,1.648,-11.42
-388.567,-380.774,-4.108,1.662,-11.42
-388.553,-380.776,-3.978,1.675,-11.419
-388.534,-380.78,-3.837,1.664,-11.419
-388.495,-380.782,-3.725,1.632,-11.419
-388.466,-380.779,-3.641,1.65,-11.419
-388.441,-380.78,-3.41,1.601,-11.419
-388.429,-380.777,-3.287,1.611,-11.419
-388.415,-380.777,-3.309,1.649,-11.419
-388.375,-380.774,-3.219,1.612,-11.419
-388.37,-380.772,-3.208,1.618,-11.419
-388.358,-380.77,-3.197,1.643,-11.419
-388.344,-380.771,-3.202,1.637,-11.419
-388.318,-380.779,-3.161,1.613,-11.419
-388.299,-380.785,-3.103,1.582,-11.42
-388.29,-380.789,-3.08,1.564,-11.42
-388.271,-380.796,-3.061,1.578,-11.42
-388.267,-380.796,-3.072,1.546,-11.42
-388.262,-380.794,-3.078,1.548,-11.42
-388.257,-380.795,-3.072,1.534,-11.42
-388.25,-380.794,-3.072,1.543,-11.42
-388.238,-380.793,-3.072,1.527,-11.421
-388.22,-380.792,-3.066,1.504,-11.42
-388.179,-380.793,-3.031,1.487,-11.421
-388.161,-380.792,-3.025,1.505,-11.421
-388.154,-380.789,-3.037,1.515,-11.421
-388.133,-380.784,-3.049,1.518,-11.421
-388.105,-380.78,-3.049,1.493,-11.422
-388.08,-380.777,-3.06,1.466,-11.422
-388.054,-380.773,-3.105,1.474,-11.422
-388.031,-380.773,-3.149,1.432,-11.423
-388.017,-380.771,-3.149,1.428,-11.423
-387.997,-380.768,-3.177,1.408,-11.423
-387.984,-380.767,-3.188,1.393,-11.424
-387.973,-380.767,-3.222,1.399,-11.424
-387.947,-380.764,-3.289,1.393,-11.424
-387.936,-380.76,-3.301,1.385,-11.424
-387.922,-380.757,-3.318,1.37,-11.424
-387.902,-380.753,-3.352,1.377,-11.424
-387.881,-380.751,-3.374,1.396,-11.425
-387.847,-380.749,-3.43,1.4,-11.425
-387.837,-380.748,-3.441,1.373,-11.425
-387.818,-380.748,-3.457,1.37,-11.425
-387.802,-380.746,-3.479,1.385,-11.426
-387.783,-380.746,-3.524,1.371,-11.426
-387.766,-380.748,-3.585,1.37,-11.426
-387.747,-380.747,-3.629,1.384,-11.426
-387.718,-380.747,-3.679,1.371,-11.426
-387.7,-380.744,-3.679,1.382,-11.426
-387.687,-380.743,-3.673,1.38,-11.427
-387.661,-380.741,-3.662,1.363,-11.427
-387.625,-380.738,-3.672,1.38,-11.427
-387.602,-380.738,-3.666,1.373,-11.427
-387.583,-380.734,-3.655,1.373,-11.427
-387.559,-380.73,-3.655,1.382,-11.427
-387.552,-380.728,-3.661,1.394,-11.428
-387.535,-380.726,-3.683,1.351,-11.428
-387.523,-380.725,-3.705,1.347,-11.428
-387.499,-380.723,-3.75,1.337,-11.428
-387.475,-380.724,-3.738,1.329,-11.428
-387.457,-380.725,-3.714,1.342,-11.428
-387.437,-380.725,-3.696,1.362,-11.428
-387.411,-380.721,-3.691,1.367,-11.428
-387.372,-380.716,-3.679,1.369,-11.428
-387.357,-380.716,-3.667,1.349,-11.428
-387.342,-380.716,-3.649,1.384,-11.428
-387.328,-380.717,-3.632,1.388,-11.428
-387.302,-380.717,-3.608,1.374,-11.428
-387.261,-380.713,-3.585,1.373,-11.428
-387.243,-380.711,-3.579,1.378,-11.428
-387.228,-380.708,-3.579,1.405,-11.428
-387.221,-380.706,-3.579,1.423,-11.428
-387.197,-380.707,-3.549,1.434,-11.428
-387.175,-380.711,-3.508,1.413,-11.428
-387.152,-380.713,-3.472,1.411,-11.428
-387.125,-380.72,-3.413,1.415,-11.428
-387.105,-380.721,-3.372,1.415,-11.428
-387.087,-380.719,-3.36,1.433,-11.429
-387.076,-380.718,-3.354,1.454,-11.429
-387.056,-380.718,-3.347,1.434,-11.429
-387.047,-380.72,-3.323,1.418,-11.429
-387.035,-380.725,-3.287,1.412,-11.429
-387.031,-380.723,-3.293,1.412,-11.429
-387.021,-380.721,-3.293,1.431,-11.429
-386.985,-380.724,-3.233,1.407,-11.429
-386.965,-380.726,-3.203,1.429,-11.429
-386.959,-380.726,-3.197,1.429,-11.429
-386.952,-380.727,-3.185,1.442,-11.429
-386.937,-380.724,-3.179,1.392,-11.429
-386.9,-380.723,-3.143,1.387,-11.429
-386.876,-380.725,-3.118,1.4,-11.429
-386.856,-380.727,-3.088,1.422,-11.429
-386.846,-380.725,-3.082,1.422,-11.429
-386.809,-380.718,-3.076,1.423,-11.43
-386.787,-380.715,-3.064,1.417,-11.43
-386.776,-380.713,-3.058,1.42,-11.43
-386.75,-380.713,-3.027,1.41,-11.43
-386.735,-380.712,-3.015,1.389,-11.43
-386.72,-380.711,-3.003,1.391,-11.43
-386.703,-380.711,-2.979,1.378,-11.43
-386.691,-380.709,-2.973,1.364,-11.43
-386.671,-380.702,-2.985,1.372,-11.43
-386.647,-380.695,-3.002,1.391,-11.431
-386.609,-380.688,-2.99,1.386,-11.431
-386.59,-380.686,-2.978,1.38,-11.431
-386.569,-380.679,-2.984,1.393,-11.431
-386.56,-380.678,-2.978,1.402,-11.431
-386.551,-380.677,-3,1.363,-11.432
-386.541,-380.676,-3.023,1.349,-11.432
-386.521,-380.678,-3.157,1.387,-11.432
-386.504,-380.677,-3.224,1.402,-11.432
-386.488,-380.677,-3.246,1.412,-11.432
-386.442,-380.69,-3.278,1.421,-11.432
-386.4,-380.695,-3.267,1.425,-11.432
-386.376,-380.694,-3.265,1.46,-11.432
-386.358,-380.692,-3.281,1.47,-11.433
-386.342,-380.694,-3.308,1.473,-11.433
-386.316,-380.702,-3.303,1.411,-11.433
-386.295,-380.706,-3.322,1.421,-11.434
-386.264,-380.704,-3.388,1.426,-11.434
-386.251,-380.701,-3.428,1.415,-11.434
-386.229,-380.697,-3.491,1.435,-11.434
-386.2,-380.697,-3.505,1.438,-11.435
-386.179,-380.7,-3.531,1.426,-11.435
-386.158,-380.706,-3.584,1.426,-11.435
-386.146,-380.713,-3.575,1.417,-11.435
-386.135,-380.72,-3.525,1.396,-11.435
-386.121,-380.724,-3.482,1.362,-11.435
-386.101,-380.722,-3.532,1.372,-11.436
-386.1,-380.722,-3.543,1.361,-11.436
-386.095,-380.72,-3.561,1.363,-11.436
-386.089,-380.719,-3.561,1.357,-11.436
-386.084,-380.717,-3.561,1.345,-11.436
-386.079,-380.716,-3.561,1.341,-11.436
-386.078,-380.716,-3.561,1.348,-11.436
-386.058,-380.711,-3.566,1.337,-11.436
-386.038,-380.71,-3.616,1.354,-11.436
-386.034,-380.71,-3.639,1.389,-11.436
-386.028,-380.708,-3.65,1.394,-11.436
-386.019,-380.707,-3.644,1.377,-11.436
-386.002,-380.703,-3.655,1.398,-11.437
-385.992,-380.701,-3.649,1.36,-11.436
-385.987,-380.699,-3.678,1.369,-11.436
-385.977,-380.697,-3.718,1.391,-11.436
-385.944,-380.69,-3.774,1.419,-11.437
-385.921,-380.685,-3.82,1.438,-11.437
-385.87,-380.679,-3.874,1.463,-11.437
-385.863,-380.686,-3.871,1.453,-11.437
-385.849,-380.685,-3.852,1.465,-11.437
-385.833,-380.684,-3.862,1.423,-11.438
-385.83,-380.681,-3.869,1.422,-11.438
-385.829,-380.68,-3.857,1.411,-11.438
-385.827,-380.68,-3.869,1.414,-11.438
-385.82,-380.682,-3.861,1.397,-11.438
-385.817,-380.686,-3.865,1.411,-11.438
-385.821,-380.684,-3.866,1.422,-11.438
-385.826,-380.682,-3.856,1.426,-11.438
-385.824,-380.682,-3.856,1.425,-11.438
-385.82,-380.682,-3.861,1.424,-11.437
-385.813,-380.683,-3.86,1.424,-11.437
-385.808,-380.685,-3.841,1.451,-11.437
-385.806,-380.69,-3.799,1.435,-11.438
-385.806,-380.691,-3.793,1.43,-11.438
-385.799,-380.692,-3.792,1.419,-11.438
-385.778,-380.694,-3.748,1.38,-11.438
-385.756,-380.693,-3.717,1.369,-11.438
-385.741,-380.688,-3.717,1.382,-11.438
-385.723,-380.684,-3.704,1.407,-11.438
-385.713,-380.687,-3.673,1.406,-11.438
-385.718,-380.689,-3.655,1.409,-11.438
-385.725,-380.692,-3.655,1.41,-11.438
-385.725,-380.692,-3.666,1.394,-11.438
-385.723,-380.692,-3.678,1.384,-11.438
-385.726,-380.692,-3.684,1.382,-11.438
-385.734,-380.693,-3.679,1.38,-11.438
-385.735,-380.695,-3.684,1.378,-11.438
-385.734,-380.698,-3.683,1.368,-11.438
-385.735,-380.698,-3.683,1.369,-11.438
-385.742,-380.698,-3.678,1.367,-11.438
-385.743,-380.699,-3.678,1.378,-11.438
-385.742,-380.699,-3.689,1.375,-11.438
-385.742,-380.7,-3.7,1.378,-11.438
-385.743,-380.701,-3.694,1.366,-11.438
-385.749,-380.705,-3.67,1.369,-11.438
-385.748,-380.705,-3.67,1.375,-11.438
-385.747,-380.704,-3.659,1.37,-11.438
-385.744,-380.702,-3.665,1.381,-11.438
-385.743,-380.702,-3.659,1.38,-11.438
-385.743,-380.702,-3.659,1.381,-11.438
-385.743,-380.702,-3.659,1.39,-11.438
-385.743,-380.702,-3.659,1.378,-11.438
-385.743,-380.702,-3.659,1.378,-11.438
-385.743,-380.702,-3.659,1.363,-11.438
-385.743,-380.702,-3.659,1.364,-11.438
-385.744,-380.703,-3.659,1.373,-11.438
-385.743,-380.703,-3.67,1.375,-11.438
-385.742,-380.702,-3.659,1.37,-11.438
-385.74,-380.701,-3.659,1.364,-11.438
-385.738,-380.701,-3.659,1.379,-11.438
-385.737,-380.699,-3.665,1.368,-11.438
-385.737,-380.699,-3.665,1.373,-11.438
-385.738,-380.7,-3.648,1.376,-11.438
-385.738,-380.701,-3.641,1.369,-11.438
-385.737,-380.701,-3.653,1.374,-11.438
-385.737,-380.701,-3.653,1.367,-11.438
-385.736,-380.703,-3.646,1.346,-11.438
-385.735,-380.704,-3.651,1.361,-11.438
-385.735,-380.704,-3.651,1.366,-11.438
-385.734,-380.703,-3.64,1.357,-11.438
-385.734,-380.703,-3.64,1.357,-11.438
-385.734,-380.702,-3.629,1.368,-11.438
-385.734,-380.704,-3.605,1.358,-11.438
-385.732,-380.71,-3.573,1.362,-11.438
-385.73,-380.711,-3.579,1.361,-11.438
-385.725,-380.71,-3.601,1.35,-11.438
-385.718,-380.708,-3.601,1.355,-11.438
-385.72,-380.708,-3.579,1.352,-11.438
-385.721,-380.708,-3.59,1.36,-11.438
-385.719,-380.711,-3.589,1.367,-11.438
-385.717,-380.715,-3.563,1.357,-11.438
-385.717,-380.715,-3.563,1.346,-11.438
-385.717,-380.712,-3.565,1.347,-11.438
-385.719,-380.709,-3.584,1.353,-11.438
-385.717,-380.71,-3.577,1.341,-11.438
-385.716,-380.71,-3.571,1.337,-11.438
-385.716,-380.71,-3.571,1.334,-11.438
-385.714,-380.713,-3.57,1.343,-11.438
-385.712,-380.713,-3.563,1.35,-11.438
-385.703,-380.714,-3.544,1.341,-11.438
-385.703,-380.716,-3.532,1.337,-11.438
-385.702,-380.716,-3.532,1.348,-11.438
-385.701,-380.716,-3.532,1.347,-11.438
-385.696,-380.714,-3.532,1.332,-11.438
-385.691,-380.712,-3.532,1.334,-11.438
-385.689,-380.712,-3.532,1.341,-11.438
-385.682,-380.712,-3.519,1.337,-11.438
-385.681,-380.713,-3.513,1.336,-11.438
-385.682,-380.711,-3.508,1.341,-11.438
-385.682,-380.711,-3.508,1.336,-11.438
-385.679,-380.71,-3.508,1.333,-11.438
-385.677,-380.71,-3.508,1.326,-11.438
-385.677,-380.71,-3.508,1.331,-11.438
-385.676,-380.709,-3.497,1.327,-11.438
-385.673,-380.709,-3.49,1.347,-11.438
-385.672,-380.71,-3.484,1.346,-11.438
-385.672,-380.712,-3.46,1.337,-11.438
-385.672,-380.711,-3.478,1.344,-11.438
-385.663,-380.712,-3.47,1.327,-11.438
-385.66,-380.712,-3.452,1.336,-11.438
-385.661,-380.712,-3.441,1.328,-11.438
-385.662,-380.709,-3.46,1.333,-11.438
-385.661,-380.71,-3.465,1.33,-11.438
