x (nm),y (nm),zpen (mm),Force (N),zafm (nm)
12.119,-48.182,0.314,0.888,2.476
12.12,-48.168,-0.17,1.081,2.479
12.125,-48.157,-0.559,0.698,2.479
12.131,-48.148,-0.645,1.118,2.477
12.14,-48.147,-0.546,1.054,2.477
12.143,-48.147,-0.629,0.831,2.477
12.151,-48.138,-1.012,1.025,2.479
12.157,-48.129,-1.243,1.016,2.474
12.16,-48.126,-1.237,1.321,2.477
12.173,-48.118,-1.764,1.204,2.477
12.179,-48.107,-2.103,1.264,2.476
12.182,-48.099,-1.943,1.228,2.475
12.19,-48.099,-1.943,1.074,2.476
12.205,-48.091,-2.178,1.067,2.474
12.208,-48.084,-2.191,1.212,2.478
12.212,-48.084,-2.315,0.921,2.475
12.219,-48.078,-1.954,1.316,2.475
12.226,-48.078,-1.965,0.944,2.476
12.237,-48.076,-2.456,1.101,2.476
12.237,-48.064,-2.553,1.256,2.476
12.241,-48.063,-2.438,1.251,2.473
12.249,-48.064,-2.423,1.237,2.474
12.251,-48.06,-2.628,0.935,2.475
12.253,-48.056,-2.952,1.166,2.473
12.255,-48.053,-2.919,1.275,2.476
12.261,-48.049,-2.953,0.962,2.476
12.283,-48.04,-2.369,1.28,2.474
12.298,-48.04,-2.358,1.226,2.475
12.313,-48.032,-2.874,1.167,2.475
12.32,-48.022,-3.038,1.338,2.474
12.326,-48.02,-2.918,1.285,2.473
12.337,-48.016,-3.008,1.173,2.474
12.341,-48.009,-3.148,1.102,2.473
12.346,-48.002,-3.2,1.265,2.474
12.355,-47.996,-3.237,1.061,2.472
12.369,-47.987,-3.158,1.264,2.474
12.38,-47.983,-3.402,1.081,2.478
12.388,-47.973,-3.456,1.374,2.473
12.398,-47.96,-2.735,1.579,2.474
12.432,-47.954,-3.344,1.25,2.475
12.433,-47.942,-3.499,1.491,2.475
12.436,-47.94,-3.185,1.345,2.475
12.449,-47.94,-3.053,1.309,2.474
12.45,-47.937,-3.111,1.333,2.475
12.453,-47.936,-3.178,1.22,2.473
12.46,-47.932,-3.138,1.324,2.474
12.471,-47.927,-3.319,1.167,2.474
12.48,-47.92,-3.308,1.205,2.474
12.484,-47.918,-3.25,1.287,2.473
12.49,-47.917,-3.27,1.238,2.476
12.495,-47.913,-3.328,1.174,2.473
12.504,-47.905,-2.909,1.382,2.474
12.517,-47.902,-3.273,1.146,2.474
12.524,-47.892,-3.468,1.404,2.473
12.535,-47.884,-3.366,1.263,2.474
12.548,-47.882,-3.419,1.184,2.476
12.553,-47.877,-3.379,1.344,2.475
12.56,-47.871,-3.086,1.395,2.477
12.568,-47.869,-3.048,1.3,2.472
12.589,-47.85,-2.836,1.505,2.475
12.6,-47.841,-3.036,0.903,2.472
12.622,-47.823,-3.308,1.451,2.473
12.64,-47.818,-3.612,1.129,2.474
12.645,-47.802,-3.617,1.271,2.473
12.648,-47.802,-3.465,1.352,2.473
12.653,-47.798,-3.482,1.17,2.474
12.659,-47.79,-3.691,1.278,2.476
12.663,-47.784,-3.63,1.415,2.475
12.674,-47.778,-3.238,1.478,2.475
12.688,-47.776,-3.171,1.319,2.475
12.699,-47.772,-3.357,1.391,2.476
12.703,-47.768,-3.364,1.396,2.473
12.708,-47.766,-3.297,1.538,2.474
12.715,-47.762,-3.389,1.115,2.474
12.722,-47.755,-3.588,1.417,2.474
12.73,-47.757,-3.58,1.323,2.473
12.736,-47.754,-3.542,1.348,2.475
12.743,-47.753,-3.626,1.183,2.474
12.746,-47.75,-3.649,1.379,2.472
12.748,-47.747,-3.565,1.343,2.474
12.753,-47.745,-3.774,1.137,2.475
12.758,-47.734,-3.803,1.414,2.474
12.766,-47.726,-3.439,1.283,2.473
12.779,-47.724,-3.458,1.335,2.475
12.783,-47.721,-3.57,1.139,2.475
12.79,-47.71,-3.674,1.575,2.473
12.809,-47.697,-3.431,1.461,2.474
12.826,-47.683,-3.621,1.183,2.474
12.83,-47.677,-3.764,1.39,2.474
12.835,-47.661,-3.791,1.433,2.473
12.844,-47.651,-3.731,1.381,2.475
12.851,-47.649,-3.793,1.233,2.474
12.86,-47.644,-3.738,1.571,2.475
12.868,-47.641,-3.651,1.364,2.475
12.876,-47.639,-3.609,1.468,2.472
12.888,-47.635,-3.551,1.438,2.477
12.903,-47.63,-3.823,1.11,2.473
12.918,-47.619,-3.831,1.819,2.475
12.951,-47.604,-3.766,1.285,2.474
12.979,-47.588,-3.759,1.52,2.474
12.996,-47.583,-3.715,1.381,2.471
13.017,-47.577,-3.862,1.381,2.476
13.022,-47.573,-3.955,1.056,2.471
13.033,-47.558,-3.559,1.653,2.475
13.044,-47.559,-3.689,0.886,2.475
13.049,-47.555,-4.067,1.746,2.475
13.047,-47.543,-3.836,1.501,2.473
13.051,-47.546,-3.732,1.58,2.473
13.054,-47.545,-3.849,1.342,2.475
13.054,-47.538,-4.13,1.411,2.472
13.054,-47.534,-4.061,1.624,2.475
13.057,-47.533,-4.04,1.163,2.475
13.062,-47.532,-4.054,1.671,2.472
13.073,-47.524,-3.751,1.507,2.474
13.086,-47.524,-3.972,1.235,2.473
13.097,-47.513,-4.214,1.582,2.472
13.109,-47.506,-4.153,1.396,2.475
13.125,-47.504,-4.357,1.299,2.476
13.138,-47.496,-4.313,1.762,2.471
13.151,-47.485,-3.888,1.726,2.476
13.17,-47.482,-3.941,1.081,2.474
13.186,-47.48,-4.204,1.926,2.472
13.198,-47.464,-4.124,1.458,2.475
13.212,-47.461,-4.464,1.345,2.474
13.219,-47.452,-4.374,1.717,2.472
13.224,-47.448,-4.106,1.487,2.474
13.234,-47.45,-4.246,1.306,2.474
13.237,-47.44,-4.398,1.634,2.473
13.244,-47.435,-4.203,1.63,2.475
13.249,-47.435,-4.252,1.406,2.472
13.252,-47.432,-4.228,1.764,2.473
13.255,-47.432,-4.374,1.409,2.474
13.255,-47.425,-4.414,1.531,2.473
13.258,-47.423,-4.251,1.6,2.472
13.266,-47.424,-4.393,1.434,2.473
13.267,-47.419,-4.498,1.4,2.474
13.268,-47.417,-4.52,1.455,2.475
13.27,-47.416,-4.373,1.576,2.473
13.273,-47.415,-4.154,1.646,2.474
13.277,-47.416,-4.234,1.385,2.474
13.279,-47.412,-4.287,1.626,2.473
13.28,-47.411,-4.183,1.619,2.474
13.279,-47.412,-4.475,1.464,2.472
13.276,-47.407,-4.497,1.64,2.474
13.277,-47.406,-4.5,1.375,2.474
13.278,-47.405,-4.417,1.556,2.473
13.279,-47.405,-4.393,1.564,2.473
13.281,-47.406,-4.472,1.431,2.473
13.28,-47.403,-4.521,1.478,2.475
13.28,-47.402,-4.49,1.532,2.473
13.28,-47.403,-4.142,1.679,2.473
13.28,-47.406,-4.288,1.457,2.474
13.279,-47.405,-4.664,1.511,2.473
13.278,-47.405,-4.271,1.62,2.472
13.279,-47.409,-4.253,1.488,2.473
13.279,-47.407,-4.507,1.435,2.471
13.277,-47.403,-4.584,1.578,2.471
